cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
ortho_th81_ph252,ortho_th81,ortho,81.0,252.0,14,True,1,0.0014363891647485108,-3010.325407903251,0.002,True
ortho_th81_ph270,ortho_th81,ortho,81.0,270.0,15,True,3,0.0006094589287268268,-3010.32245415151,0.002,True
ortho_th81_ph288,ortho_th81,ortho,81.0,288.0,16,True,1,0.0005722042008940378,-3010.3191987459845,0.002,True
ortho_th81_ph306,ortho_th81,ortho,81.0,306.0,17,True,1,0.0009534228834827124,-3010.316986291371,0.002,True
ortho_th81_ph324,ortho_th81,ortho,81.0,324.0,18,True,1,0.0008732048561243327,-3010.3176137792,0.002,True
ortho_th81_ph342,ortho_th81,ortho,81.0,342.0,19,True,1,0.0006287379536483309,-3010.3226032262332,0.002,True
ortho_th90_ph0,ortho_th90,ortho,90.0,0.0,0,True,1,0.0011901767212381153,-3010.3278972279504,0.002,True
ortho_th90_ph18,ortho_th90,ortho,90.0,18.0,1,True,1,0.0006368368169443633,-3010.329090382099,0.002,True
ortho_th90_ph36,ortho_th90,ortho,90.0,36.0,2,True,2,0.0014560589272272833,-3010.3274569748983,0.002,True
ortho_th90_ph54,ortho_th90,ortho,90.0,54.0,3,True,1,0.003960793037727278,-3010.3271256808875,0.0043,True
ortho_th90_ph72,ortho_th90,ortho,90.0,72.0,4,True,2,0.004099157538279748,-3010.3253148072163,0.0043,True
ortho_th90_ph90,ortho_th90,ortho,90.0,90.0,5,True,1,0.0010497017617316247,-3010.3231916116406,0.0043,True
ortho_th90_ph108,ortho_th90,ortho,90.0,108.0,6,True,1,0.0005646999418150359,-3010.3197201365438,0.0043,True
ortho_th90_ph126,ortho_th90,ortho,90.0,126.0,7,True,1,0.0014221896950413519,-3010.3172875002933,0.0043,True
ortho_th90_ph144,ortho_th90,ortho,90.0,144.0,8,True,1,0.0006401454637684855,-3010.3175677266954,0.0043,True
ortho_th90_ph162,ortho_th90,ortho,90.0,162.0,9,True,1,0.000816353386488122,-3010.322415220002,0.0043,True
